Date,LocalName,Name,CountryCode,Fixed,Global,LaunchYear,Type,Counties
2023-05-04,Star Wars Day,Star Wars Day,NZ,False,True,,Custom,
2023-07-29,Sys Admin Day,Sys Admin Day,NZ,False,True,,Custom,
2023-11-25,Sys Engineer Day,Sys Engineer Day,NZ,False,True,,Custom,
2023-02-01,Microsoft Azure Birthday,Microsoft Azure Birthday,NZ,False,True,,Custom,
1935-01-08,Elvis Presley Birthday,Elvis Presley Birthday,NZ,False,True,,Custom,
